gender,race ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
male,group C,associates degree,free reduced,none,61,71,60
female,group C,high school,free reduced,none,54,61,58
male,group B,some high school,standard,none,77,77,74
female,group B,some high school,standard,none,50,57,64
female,group B,bachelors degree,standard,completed,60,73,70
male,group B,associates degree,standard,none,72,68,59
male,group C,associates degree,free reduced,none,60,51,51
male,group D,associates degree,standard,completed,100,92,90
male,group B,some college,standard,none,49,47,42
female,group E,masters degree,free reduced,none,73,76,76
male,group D,associates degree,standard,completed,76,81,78
female,group B,bachelors degree,standard,none,63,82,85
female,group E,some college,standard,completed,79,77,82
male,group C,some college,standard,none,58,57,61
female,group E,some high school,standard,completed,100,100,100
male,group D,associates degree,standard,completed,90,80,82
male,group C,high school,free reduced,none,54,46,43
female,group C,some high school,free reduced,completed,39,54,52
male,group C,some college,standard,none,93,82,80
female,group B,some high school,standard,completed,45,56,56
female,group E,some high school,free reduced,completed,92,94,96
male,group D,some college,standard,none,85,95,92
female,group C,high school,standard,completed,47,61,55
male,group E,some college,free reduced,completed,86,81,78
male,group B,bachelors degree,standard,none,71,73,78
female,group D,bachelors degree,free reduced,none,76,81,85
female,group C,some college,standard,none,74,82,77
male,group C,associates degree,free reduced,none,50,49,51
female,group C,associates degree,standard,none,94,95,91
female,group E,some college,standard,completed,99,100,100
female,group D,associates degree,free reduced,completed,73,79,85
male,group C,associates degree,free reduced,none,39,39,37
female,group C,associates degree,standard,none,72,79,76
male,group C,some college,free reduced,none,44,47,43
female,group D,some college,standard,completed,81,80,86
female,group C,some college,standard,none,75,73,72
female,group C,high school,standard,completed,54,73,72
female,group E,associates degree,free reduced,completed,78,85,90
female,group E,masters degree,free reduced,none,78,73,80
male,group D,some college,standard,none,69,51,63
female,group C,high school,standard,none,63,64,70
female,group C,some college,standard,completed,75,79,84
female,group C,bachelors degree,standard,none,63,81,78
male,group A,associates degree,standard,none,59,61,54
female,group E,high school,standard,completed,91,94,98
female,group C,some high school,standard,none,70,84,78
female,group E,some high school,standard,completed,85,82,86
male,group C,bachelors degree,standard,completed,81,83,77
male,group D,some college,free reduced,none,37,36,37
female,group D,associates degree,standard,none,70,97,92
female,group D,associates degree,standard,none,74,72,79
female,group C,some college,standard,none,55,68,70
female,group D,some college,standard,none,73,75,73
female,group B,some college,free reduced,none,41,47,45
male,group C,bachelors degree,free reduced,none,81,70,72
female,group C,high school,free reduced,none,66,68,65
female,group D,some college,standard,none,54,62,63
female,group C,masters degree,free reduced,completed,80,82,94
male,group A,masters degree,free reduced,completed,66,62,63
female,group D,some college,standard,none,54,60,64
male,group C,high school,free reduced,completed,64,48,51
male,group D,bachelors degree,standard,completed,72,72,71
female,group D,some college,free reduced,completed,70,88,91
male,group B,high school,free reduced,none,48,38,36
male,group B,some high school,standard,completed,76,72,74
female,group D,associates degree,standard,none,58,70,65
male,group D,associates degree,standard,none,70,60,57
female,group A,some college,standard,completed,51,66,67
female,group B,masters degree,standard,none,66,72,72
female,group D,high school,standard,completed,65,86,83
female,group D,high school,free reduced,none,67,74,71
female,group A,associates degree,standard,completed,83,91,91
male,group B,some college,free reduced,none,66,64,59
female,group D,bachelors degree,standard,none,49,61,63
female,group C,some high school,standard,none,68,67,74
female,group B,some high school,standard,none,28,37,37
female,group B,masters degree,standard,completed,61,79,76
female,group E,associates degree,standard,none,94,92,90
female,group C,some college,free reduced,none,41,38,41
male,group E,some high school,standard,none,100,84,80
female,group B,some college,free reduced,none,67,75,77
female,group A,associates degree,standard,completed,58,70,68
male,group C,bachelors degree,standard,completed,76,74,77
female,group A,some college,standard,none,73,79,73
female,group B,high school,standard,none,43,60,55
male,group D,some college,standard,none,69,64,58
male,group D,bachelors degree,standard,none,80,77,77
male,group C,high school,free reduced,none,64,60,61
male,group D,associates degree,standard,completed,94,90,84
male,group C,high school,free reduced,none,50,59,55
male,group C,some college,free reduced,none,76,78,72
female,group D,some high school,standard,none,57,56,58
female,group A,high school,standard,none,74,83,81
male,group C,high school,free reduced,completed,48,48,45
female,group C,bachelors degree,standard,completed,85,89,97
female,group C,high school,standard,completed,68,82,83
male,group C,masters degree,standard,none,57,53,55
female,group E,some college,standard,none,58,66,61
male,group D,some high school,standard,none,85,72,75
male,group D,associates degree,free reduced,none,70,70,72
male,group D,high school,free reduced,none,55,54,54
female,group D,associates degree,free reduced,completed,62,69,74
male,group D,high school,standard,completed,76,70,68
male,group B,some high school,free reduced,none,66,64,55
female,group C,masters degree,standard,completed,82,94,100
male,group A,some high school,standard,completed,66,67,69
female,group A,some college,free reduced,none,39,49,47
female,group E,some high school,standard,completed,92,100,100
male,group C,associates degree,free reduced,none,71,75,68
male,group C,some college,standard,none,58,53,50
female,group D,masters degree,free reduced,none,32,54,50
female,group C,bachelors degree,free reduced,none,48,66,58
female,group D,high school,standard,none,59,68,69
male,group C,bachelors degree,standard,completed,70,72,76
male,group C,associates degree,standard,completed,80,81,80
female,group D,high school,free reduced,completed,60,75,74
female,group B,some college,standard,none,87,98,91
male,group C,associates degree,free reduced,none,64,60,57
female,group D,masters degree,free reduced,none,73,83,89
male,group C,masters degree,free reduced,none,73,61,55
female,group E,some college,free reduced,completed,58,72,70
male,group E,some college,standard,none,81,73,72
female,group C,high school,free reduced,none,42,59,61
male,group D,associates degree,standard,completed,69,76,69
male,group E,bachelors degree,standard,none,99,97,98
female,group C,associates degree,standard,none,68,75,75
male,group D,associates degree,standard,none,92,86,84
male,group D,high school,standard,none,52,56,54
female,group C,some college,standard,none,83,92,89
female,group D,high school,standard,none,59,61,60
male,group C,some high school,standard,none,73,73,64
female,group D,associates degree,standard,none,72,82,81
female,group C,some college,standard,none,96,80,83
male,group B,bachelors degree,standard,completed,62,58,59
female,group D,high school,free reduced,completed,44,63,63
male,group D,some college,standard,completed,80,75,73
male,group D,high school,free reduced,none,48,34,34
male,group D,high school,standard,completed,93,87,93
male,group A,masters degree,free reduced,none,85,74,79
female,group C,some high school,standard,none,84,89,87
male,group D,some high school,standard,none,90,83,77
